"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"211","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","petal length",4,"cm"
"212","Site1_01/12/1929","Site1_01/12/1929_A90","Edgar Anderson","petal width",1.3,"cm"
"213","Site2_13/02/1930","Site2_13/02/1930_A101","Edgar Anderson","sepal length",6.3,"cm"
"214","Site2_13/02/1930","Site2_13/02/1930_A101","Edgar Anderson","sepal width",3.3,"cm"
"215","Site2_13/02/1930","Site2_13/02/1930_A101","Edgar Anderson","petal length",6,"cm"
"216","Site2_13/02/1930","Site2_13/02/1930_A101","Edgar Anderson","petal width",2.5,"cm"
"217","Site2_14/02/1930","Site2_14/02/1930_A107","Edgar Anderson","sepal length",4.9,"cm"
"218","Site2_14/02/1930","Site2_14/02/1930_A107","Edgar Anderson","sepal width",2.5,"cm"
"219","Site2_14/02/1930","Site2_14/02/1930_A107","Edgar Anderson","petal length",4.5,"cm"
"220","Site2_14/02/1930","Site2_14/02/1930_A107","Edgar Anderson","petal width",1.7,"cm"
"221","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","sepal length",5.8,"cm"
"222","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","sepal width",2.8,"cm"
"223","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","petal length",5.1,"cm"
"224","Site3_01/12/1929","Site3_01/12/1929_A115","Edgar Anderson","petal width",2.4,"cm"
"225","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","sepal length",6.4,"cm"
"226","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","sepal width",3.2,"cm"
"227","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","petal length",5.3,"cm"
"228","Site2_13/02/1930","Site2_13/02/1930_A116","Edgar Anderson","petal width",2.3,"cm"
"229","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal length",6.9,"cm"
"230","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal width",3.2,"cm"
"231","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal length",5.7,"cm"
"232","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal width",2.3,"cm"
"233","Site3_02/12/1929","Site3_02/12/1929_A127","Edgar Anderson","sepal length",6.2,"cm"
"234","Site3_02/12/1929","Site3_02/12/1929_A127","Edgar Anderson","sepal width",2.8,"cm"
"235","Site3_02/12/1929","Site3_02/12/1929_A127","Edgar Anderson","petal length",4.8,"cm"
"236","Site3_02/12/1929","Site3_02/12/1929_A127","Edgar Anderson","petal width",1.8,"cm"
"237","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","sepal length",6.9,"cm"
"238","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","sepal width",3.1,"cm"
"239","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","petal length",5.4,"cm"
"240","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","petal width",2.1,"cm"
"241","Site1_01/12/1929","Site1_01/12/1929_ A3","Edgar Anderson","sepal length",4.7,"cm"
"242","Site1_01/12/1929","Site1_01/12/1929_ A3","Edgar Anderson","sepal width",3.2,"cm"
"243","Site1_01/12/1929","Site1_01/12/1929_ A3","Edgar Anderson","petal length",1.3,"cm"
"244","Site1_01/12/1929","Site1_01/12/1929_ A3","Edgar Anderson","petal width",0.2,"cm"
"245","Site3_01/12/1929","Site3_01/12/1929_ A4","Edgar Anderson","sepal length",4.6,"cm"
"246","Site3_01/12/1929","Site3_01/12/1929_ A4","Edgar Anderson","sepal width",3.1,"cm"
"247","Site3_01/12/1929","Site3_01/12/1929_ A4","Edgar Anderson","petal length",1.5,"cm"
"248","Site3_01/12/1929","Site3_01/12/1929_ A4","Edgar Anderson","petal width",0.2,"cm"
"249","Site3_01/12/1929","Site3_01/12/1929_ A7","Edgar Anderson","sepal length",4.6,"cm"
"250","Site3_01/12/1929","Site3_01/12/1929_ A7","Edgar Anderson","sepal width",3.4,"cm"
"251","Site3_01/12/1929","Site3_01/12/1929_ A7","Edgar Anderson","petal length",1.4,"cm"
"252","Site3_01/12/1929","Site3_01/12/1929_ A7","Edgar Anderson","petal width",0.3,"cm"
"253","Site3_01/12/1929","Site3_01/12/1929_ A25","Edgar Anderson","sepal length",4.8,"cm"
"254","Site3_01/12/1929","Site3_01/12/1929_ A25","Edgar Anderson","sepal width",3.4,"cm"
"255","Site3_01/12/1929","Site3_01/12/1929_ A25","Edgar Anderson","petal length",1.9,"cm"
"256","Site3_01/12/1929","Site3_01/12/1929_ A25","Edgar Anderson","petal width",0.2,"cm"
"257","Site1_01/12/1929","Site1_01/12/1929_ A27","Edgar Anderson","sepal length",5,"cm"
"258","Site1_01/12/1929","Site1_01/12/1929_ A27","Edgar Anderson","sepal width",3.4,"cm"
"259","Site1_01/12/1929","Site1_01/12/1929_ A27","Edgar Anderson","petal length",1.6,"cm"
"260","Site1_01/12/1929","Site1_01/12/1929_ A27","Edgar Anderson","petal width",0.4,"cm"
"261","Site2_13/02/1930","Site2_13/02/1930_ A65","Edgar Anderson","sepal length",5.6,"cm"
"262","Site2_13/02/1930","Site2_13/02/1930_ A65","Edgar Anderson","sepal width",2.9,"cm"
"263","Site2_13/02/1930","Site2_13/02/1930_ A65","Edgar Anderson","petal length",3.6,"cm"
"264","Site2_13/02/1930","Site2_13/02/1930_ A65","Edgar Anderson","petal width",1.3,"cm"
"265","Site1_01/12/1929","Site1_01/12/1929_ A72","Edgar Anderson","sepal length",6.1,"cm"
"266","Site1_01/12/1929","Site1_01/12/1929_ A72","Edgar Anderson","sepal width",2.8,"cm"
"267","Site1_01/12/1929","Site1_01/12/1929_ A72","Edgar Anderson","petal length",4,"cm"
"268","Site1_01/12/1929","Site1_01/12/1929_ A72","Edgar Anderson","petal width",1.3,"cm"
"269","Site2_13/02/1930","Site2_13/02/1930_ A77","Edgar Anderson","sepal length",6.8,"cm"
"270","Site2_13/02/1930","Site2_13/02/1930_ A77","Edgar Anderson","sepal width",2.8,"cm"
"271","Site2_13/02/1930","Site2_13/02/1930_ A77","Edgar Anderson","petal length",4.8,"cm"
"272","Site2_13/02/1930","Site2_13/02/1930_ A77","Edgar Anderson","petal width",1.4,"cm"
"273","Site1_01/12/1929","Site1_01/12/1929_ A78","Edgar Anderson","sepal length",6.7,"cm"
"274","Site1_01/12/1929","Site1_01/12/1929_ A78","Edgar Anderson","sepal width",3,"cm"
"275","Site1_01/12/1929","Site1_01/12/1929_ A78","Edgar Anderson","petal length",5,"cm"
"276","Site1_01/12/1929","Site1_01/12/1929_ A78","Edgar Anderson","petal width",1.7,"cm"
"277","Site3_01/12/1929","Site3_01/12/1929_ A85","Edgar Anderson","sepal length",5.4,"cm"
"278","Site3_01/12/1929","Site3_01/12/1929_ A85","Edgar Anderson","sepal width",3,"cm"
"279","Site3_01/12/1929","Site3_01/12/1929_ A85","Edgar Anderson","petal length",4.5,"cm"
"280","Site3_01/12/1929","Site3_01/12/1929_ A85","Edgar Anderson","petal width",1.5,"cm"
"281","Site2_13/02/1930","Site2_13/02/1930_ A104","Edgar Anderson","sepal length",6.3,"cm"
"282","Site2_13/02/1930","Site2_13/02/1930_ A104","Edgar Anderson","sepal width",2.9,"cm"
"283","Site2_13/02/1930","Site2_13/02/1930_ A104","Edgar Anderson","petal length",5.6,"cm"
"284","Site2_13/02/1930","Site2_13/02/1930_ A104","Edgar Anderson","petal width",1.8,"cm"
"285","Site3_01/12/1929","Site3_01/12/1929_ A106","Edgar Anderson","sepal length",7.6,"cm"
"286","Site3_01/12/1929","Site3_01/12/1929_ A106","Edgar Anderson","sepal width",3,"cm"
"287","Site3_01/12/1929","Site3_01/12/1929_ A106","Edgar Anderson","petal length",6.6,"cm"
"288","Site3_01/12/1929","Site3_01/12/1929_ A106","Edgar Anderson","petal width",2.1,"cm"
"289","Site1_01/12/1929","Site1_01/12/1929_ A111","Edgar Anderson","sepal length",6.5,"cm"
"290","Site1_01/12/1929","Site1_01/12/1929_ A111","Edgar Anderson","sepal width",3.2,"cm"
"291","Site1_01/12/1929","Site1_01/12/1929_ A111","Edgar Anderson","petal length",5.1,"cm"
"292","Site1_01/12/1929","Site1_01/12/1929_ A111","Edgar Anderson","petal width",2,"cm"
"293","Site1_01/12/1929","Site1_01/12/1929_ A135","Edgar Anderson","sepal length",6.1,"cm"
"294","Site1_01/12/1929","Site1_01/12/1929_ A135","Edgar Anderson","sepal width",2.6,"cm"
"295","Site1_01/12/1929","Site1_01/12/1929_ A135","Edgar Anderson","petal length",5.6,"cm"
"296","Site1_01/12/1929","Site1_01/12/1929_ A135","Edgar Anderson","petal width",1.4,"cm"
"297","Site3_01/12/1929","Site3_01/12/1929_ A139","Edgar Anderson","sepal length",6,"cm"
"298","Site3_01/12/1929","Site3_01/12/1929_ A139","Edgar Anderson","sepal width",3,"cm"
"299","Site3_01/12/1929","Site3_01/12/1929_ A139","Edgar Anderson","petal length",4.8,"cm"
"300","Site3_01/12/1929","Site3_01/12/1929_ A139","Edgar Anderson","petal width",1.8,"cm"
"301","Site1_01/12/1929","Site1_01/12/1929_A17","Edgar Anderson","sepal length",5.9,"cm"
"302","Site1_01/12/1929","Site1_01/12/1929_A17","Edgar Anderson","sepal width",3,"cm"
"303","Site1_01/12/1929","Site1_01/12/1929_A17","Edgar Anderson","petal length",5.1,"cm"
"304","Site1_01/12/1929","Site1_01/12/1929_A17","Edgar Anderson","petal width",1.8,"cm"
"305","Site2_13/02/1930","Site2_13/02/1930_A130","Edgar Anderson","sepal length",6.3,"cm"
"306","Site2_13/02/1930","Site2_13/02/1930_A130","Edgar Anderson","sepal width",3.4,"cm"
"307","Site2_13/02/1930","Site2_13/02/1930_A130","Edgar Anderson","petal length",5.6,"cm"
"308","Site2_13/02/1930","Site2_13/02/1930_A130","Edgar Anderson","petal width",2.4,"cm"
"309","Site1_01/12/1929","Site1_01/12/1929_A61","Edgar Anderson","sepal length",5.5,"cm"
"310","Site1_01/12/1929","Site1_01/12/1929_A61","Edgar Anderson","sepal width",2.4,"cm"
"311","Site1_01/12/1929","Site1_01/12/1929_A61","Edgar Anderson","petal length",3.8,"cm"
"312","Site1_01/12/1929","Site1_01/12/1929_A61","Edgar Anderson","petal width",1.1,"cm"
"313","Site3_01/12/1929","Site3_01/12/1929_A38","Edgar Anderson","sepal length",4.8,"cm"
"314","Site3_01/12/1929","Site3_01/12/1929_A38","Edgar Anderson","sepal width",3.1,"cm"
"315","Site3_01/12/1929","Site3_01/12/1929_A38","Edgar Anderson","petal length",1.6,"cm"
"316","Site3_01/12/1929","Site3_01/12/1929_A38","Edgar Anderson","petal width",0.2,"cm"
"317","Site2_13/02/1930","Site2_13/02/1930_A129","Edgar Anderson","sepal length",6.3,"cm"
"318","Site2_13/02/1930","Site2_13/02/1930_A129","Edgar Anderson","sepal width",2.8,"cm"
"319","Site2_13/02/1930","Site2_13/02/1930_A129","Edgar Anderson","petal length",5.1,"cm"
"320","Site2_13/02/1930","Site2_13/02/1930_A129","Edgar Anderson","petal width",1.5,"cm"
"321","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","sepal length",6.8,"cm"
"322","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","sepal width",3,"cm"
"323","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","petal length",5.5,"cm"
"324","Site2_13/02/1930","Site2_13/02/1930_A122","Edgar Anderson","petal width",2.1,"cm"
"325","Site3_01/12/1929","Site3_01/12/1929_A41","Edgar Anderson","sepal length",5.1,"cm"
"326","Site3_01/12/1929","Site3_01/12/1929_A41","Edgar Anderson","sepal width",3.4,"cm"
"327","Site3_01/12/1929","Site3_01/12/1929_A41","Edgar Anderson","petal length",1.5,"cm"
"328","Site3_01/12/1929","Site3_01/12/1929_A41","Edgar Anderson","petal width",0.2,"cm"
"329","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","sepal length",5.7,"cm"
"330","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","sepal width",3,"cm"
"331","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","petal length",4.2,"cm"
"332","Site1_01/12/1929","Site1_01/12/1929_A66","Edgar Anderson","petal width",1.2,"cm"
"333","Site3_01/12/1929","Site3_01/12/1929_A84","Edgar Anderson","sepal length",6.4,"cm"
"334","Site3_01/12/1929","Site3_01/12/1929_A84","Edgar Anderson","sepal width",3.2,"cm"
"335","Site3_01/12/1929","Site3_01/12/1929_A84","Edgar Anderson","petal length",4.5,"cm"
"336","Site3_01/12/1929","Site3_01/12/1929_A84","Edgar Anderson","petal width",1.5,"cm"
"337","Site3_01/12/1929","Site3_01/12/1929_A137","Edgar Anderson","sepal length",6.7,"cm"
"338","Site3_01/12/1929","Site3_01/12/1929_A137","Edgar Anderson","sepal width",2.5,"cm"
"339","Site3_01/12/1929","Site3_01/12/1929_A137","Edgar Anderson","petal length",5.8,"cm"
"340","Site3_01/12/1929","Site3_01/12/1929_A137","Edgar Anderson","petal width",1.8,"cm"
"341","Site3_01/12/1929","Site3_01/12/1929_A95","Edgar Anderson","sepal length",5.4,"cm"
"342","Site3_01/12/1929","Site3_01/12/1929_A95","Edgar Anderson","sepal width",3,"cm"
"343","Site3_01/12/1929","Site3_01/12/1929_A95","Edgar Anderson","petal length",4.5,"cm"
"344","Site3_01/12/1929","Site3_01/12/1929_A95","Edgar Anderson","petal width",1.5,"cm"
"345","Site3_01/12/1929","Site3_01/12/1929_A146","Edgar Anderson","sepal length",7.7,"cm"
"346","Site3_01/12/1929","Site3_01/12/1929_A146","Edgar Anderson","sepal width",3,"cm"
"347","Site3_01/12/1929","Site3_01/12/1929_A146","Edgar Anderson","petal length",6.1,"cm"
"348","Site3_01/12/1929","Site3_01/12/1929_A146","Edgar Anderson","petal width",2.3,"cm"
"349","Site2_13/02/1930","Site2_13/02/1930_A79","Edgar Anderson","sepal length",6,"cm"
"350","Site2_13/02/1930","Site2_13/02/1930_A79","Edgar Anderson","sepal width",3.4,"cm"
"351","Site2_13/02/1930","Site2_13/02/1930_A79","Edgar Anderson","petal length",4.5,"cm"
"352","Site2_13/02/1930","Site2_13/02/1930_A79","Edgar Anderson","petal width",1.6,"cm"
"353","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","sepal length",5.6,"cm"
"354","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","sepal width",3,"cm"
"355","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","petal length",4.1,"cm"
"356","Site2_13/02/1930","Site2_13/02/1930_A80","Edgar Anderson","petal width",1.3,"cm"
"357","Site1_01/12/1929","Site1_01/12/1929_A53","Edgar Anderson","sepal length",6.3,"cm"
"358","Site1_01/12/1929","Site1_01/12/1929_A53","Edgar Anderson","sepal width",3.3,"cm"
"359","Site1_01/12/1929","Site1_01/12/1929_A53","Edgar Anderson","petal length",4.7,"cm"
"360","Site1_01/12/1929","Site1_01/12/1929_A53","Edgar Anderson","petal width",1.6,"cm"
"361","Site3_01/12/1929","Site3_01/12/1929_A127","Edgar Anderson","sepal length",6.2,"cm"
"362","Site3_01/12/1929","Site3_01/12/1929_A127","Edgar Anderson","sepal width",2.8,"cm"
"363","Site3_01/12/1929","Site3_01/12/1929_A127","Edgar Anderson","petal length",4.8,"cm"
"364","Site3_01/12/1929","Site3_01/12/1929_A127","Edgar Anderson","petal width",1.8,"cm"
"365","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","sepal length",5.3,"cm"
"366","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","sepal width",3.7,"cm"
"367","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","petal length",1.5,"cm"
"368","Site3_01/12/1929","Site3_01/12/1929_A49","Edgar Anderson","petal width",0.2,"cm"
"369","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","sepal length",5.7,"cm"
"370","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","sepal width",2.8,"cm"
"371","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","petal length",4.1,"cm"
"372","Site3_01/12/1929","Site3_01/12/1929_A100","Edgar Anderson","petal width",1.3,"cm"
"373","Site1_01/12/1929","Site1_01/12/1929_A3","Edgar Anderson","sepal length",4.7,"cm"
"374","Site1_01/12/1929","Site1_01/12/1929_A3","Edgar Anderson","sepal width",3.2,"cm"
"375","Site1_01/12/1929","Site1_01/12/1929_A3","Edgar Anderson","petal length",1.3,"cm"
"376","Site1_01/12/1929","Site1_01/12/1929_A3","Edgar Anderson","petal width",0.2,"cm"
"377","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","sepal length",6.9,"cm"
"378","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","sepal width",3.1,"cm"
"379","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","petal length",5.4,"cm"
"380","Site2_13/02/1930","Site2_13/02/1930_A140","Edgar Anderson","petal width",2.1,"cm"
"381","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","sepal length",6.4,"cm"
"382","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","sepal width",2.8,"cm"
"383","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","petal length",5.6,"cm"
"384","Site3_01/12/1929","Site3_01/12/1929_A133","Edgar Anderson","petal width",2.2,"cm"
"385","Site2_13/02/1930","Site2_13/02/1930_A143","Edgar Anderson","sepal length",5.8,"cm"
"386","Site2_13/02/1930","Site2_13/02/1930_A143","Edgar Anderson","sepal width",2.7,"cm"
"387","Site2_13/02/1930","Site2_13/02/1930_A143","Edgar Anderson","petal length",5.1,"cm"
"388","Site2_13/02/1930","Site2_13/02/1930_A143","Edgar Anderson","petal width",1.9,"cm"
"389","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","sepal length",4.6,"cm"
"390","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","sepal width",3.4,"cm"
"391","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","petal length",1.4,"cm"
"392","Site3_01/12/1929","Site3_01/12/1929_A7","Edgar Anderson","petal width",0.3,"cm"
"393","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","sepal length",6.5,"cm"
"394","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","sepal width",3,"cm"
"395","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","petal length",5.2,"cm"
"396","Site3_01/12/1929","Site3_01/12/1929_A148","Edgar Anderson","petal width",2,"cm"
"397","Site3_01/12/1929","Site3_01/12/1929_A94","Edgar Anderson","sepal length",5,"cm"
"398","Site3_01/12/1929","Site3_01/12/1929_A94","Edgar Anderson","sepal width",2.3,"cm"
"399","Site3_01/12/1929","Site3_01/12/1929_A94","Edgar Anderson","petal length",3.3,"cm"
"400","Site3_01/12/1929","Site3_01/12/1929_A94","Edgar Anderson","petal width",1,"cm"
"401","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","sepal length",5,"cm"
"402","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","sepal width",2,"cm"
"403","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","petal length",3.5,"cm"
"404","Site3_01/12/1929","Site3_01/12/1929_A61","Edgar Anderson","petal width",1,"cm"
"405","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","sepal length",4.4,"cm"
"406","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","sepal width",2.9,"cm"
"407","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","petal length",1.4,"cm"
"408","Site1_01/12/1929","Site1_01/12/1929_A9","Edgar Anderson","petal width",0.2,"cm"
"409","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","sepal length",6.7,"cm"
"410","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","sepal width",3.1,"cm"
"411","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","petal length",4.7,"cm"
"412","Site1_01/12/1929","Site1_01/12/1929_A87","Edgar Anderson","petal width",1.5,"cm"
"413","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal length",6.9,"cm"
"414","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","sepal width",3.2,"cm"
"415","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal length",5.7,"cm"
"416","Site3_01/12/1929","Site3_01/12/1929_A121","Edgar Anderson","petal width",2.3,"cm"
"417","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","sepal length",6.2,"cm"
"418","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","sepal width",2.2,"cm"
"419","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","petal length",4.5,"cm"
"420","Site1_01/12/1929","Site1_01/12/1929_A69","Edgar Anderson","petal width",1.5,"cm"
